raceId,year,round,circuitId,name,date,time,url,circuit_ref,country
181,1999,7,8,French Grand Prix,6/27/1999,,http://en.wikipedia.org/wiki/1999_French_Grand_Prix,magny_cours,Azerbaijan
182,1999,8,9,British Grand Prix,7/11/1999,,http://en.wikipedia.org/wiki/1999_British_Grand_Prix,silverstone,Azerbaijan
183,1999,9,23,Austrian Grand Prix,7/25/1999,,http://en.wikipedia.org/wiki/1999_Austrian_Grand_Prix,osterreichring,Azerbaijan
184,1999,10,10,German Grand Prix,8/1/1999,,http://en.wikipedia.org/wiki/1999_German_Grand_Prix,hockenheimring,Azerbaijan
185,1999,11,11,Hungarian Grand Prix,8/15/1999,,http://en.wikipedia.org/wiki/1999_Hungarian_Grand_Prix,hungaroring,Azerbaijan
186,1999,12,13,Belgian Grand Prix,8/29/1999,,http://en.wikipedia.org/wiki/1999_Belgian_Grand_Prix,spa,Azerbaijan
187,1999,13,14,Italian Grand Prix,9/12/1999,,http://en.wikipedia.org/wiki/1999_Italian_Grand_Prix,monza,Azerbaijan
188,1999,14,20,European Grand Prix,9/26/1999,,http://en.wikipedia.org/wiki/1999_European_Grand_Prix,nurburgring,Azerbaijan
189,1999,15,2,Malaysian Grand Prix,10/17/1999,,http://en.wikipedia.org/wiki/1999_Malaysian_Grand_Prix,sepang,Azerbaijan
190,1999,16,22,Japanese Grand Prix,10/31/1999,,http://en.wikipedia.org/wiki/1999_Japanese_Grand_Prix,suzuka,Azerbaijan
191,1998,1,1,Australian Grand Prix,3/8/1998,,http://en.wikipedia.org/wiki/1998_Australian_Grand_Prix,albert_park,Azerbaijan
192,1998,2,18,Brazilian Grand Prix,3/29/1998,,http://en.wikipedia.org/wiki/1998_Brazilian_Grand_Prix,interlagos,Azerbaijan
193,1998,3,25,Argentine Grand Prix,4/12/1998,,http://en.wikipedia.org/wiki/1998_Argentine_Grand_Prix,galvez,Azerbaijan
194,1998,4,21,San Marino Grand Prix,4/26/1998,,http://en.wikipedia.org/wiki/1998_San_Marino_Grand_Prix,imola,Azerbaijan
195,1998,5,4,Spanish Grand Prix,5/10/1998,,http://en.wikipedia.org/wiki/1998_Spanish_Grand_Prix,catalunya,Azerbaijan
196,1998,6,6,Monaco Grand Prix,5/24/1998,,http://en.wikipedia.org/wiki/1998_Monaco_Grand_Prix,monaco,Azerbaijan
197,1998,7,7,Canadian Grand Prix,6/7/1998,,http://en.wikipedia.org/wiki/1998_Canadian_Grand_Prix,villeneuve,Azerbaijan
198,1998,8,8,French Grand Prix,6/28/1998,,http://en.wikipedia.org/wiki/1998_French_Grand_Prix,magny_cours,Azerbaijan
199,1998,9,9,British Grand Prix,7/12/1998,,http://en.wikipedia.org/wiki/1998_British_Grand_Prix,silverstone,Azerbaijan
200,1998,10,23,Austrian Grand Prix,7/26/1998,,http://en.wikipedia.org/wiki/1998_Austrian_Grand_Prix,osterreichring,Azerbaijan
201,1998,11,10,German Grand Prix,8/2/1998,,http://en.wikipedia.org/wiki/1998_German_Grand_Prix,hockenheimring,Azerbaijan
202,1998,12,11,Hungarian Grand Prix,8/16/1998,,http://en.wikipedia.org/wiki/1998_Hungarian_Grand_Prix,hungaroring,Azerbaijan
203,1998,13,13,Belgian Grand Prix,8/30/1998,,http://en.wikipedia.org/wiki/1998_Belgian_Grand_Prix,spa,Azerbaijan
204,1998,14,14,Italian Grand Prix,9/13/1998,,http://en.wikipedia.org/wiki/1998_Italian_Grand_Prix,monza,Azerbaijan
205,1998,15,20,Luxembourg Grand Prix,9/27/1998,,http://en.wikipedia.org/wiki/1998_Luxembourg_Grand_Prix,nurburgring,Azerbaijan
206,1998,16,22,Japanese Grand Prix,11/1/1998,,http://en.wikipedia.org/wiki/1998_Japanese_Grand_Prix,suzuka,Azerbaijan
207,1997,1,1,Australian Grand Prix,3/9/1997,,http://en.wikipedia.org/wiki/1997_Australian_Grand_Prix,albert_park,Azerbaijan
208,1997,2,18,Brazilian Grand Prix,3/30/1997,,http://en.wikipedia.org/wiki/1997_Brazilian_Grand_Prix,interlagos,Azerbaijan
209,1997,3,25,Argentine Grand Prix,4/13/1997,,http://en.wikipedia.org/wiki/1997_Argentine_Grand_Prix,galvez,Azerbaijan
210,1997,4,21,San Marino Grand Prix,4/27/1997,,http://en.wikipedia.org/wiki/1997_San_Marino_Grand_Prix,imola,Azerbaijan
211,1997,5,6,Monaco Grand Prix,5/11/1997,,http://en.wikipedia.org/wiki/1997_Monaco_Grand_Prix,monaco,Azerbaijan
212,1997,6,4,Spanish Grand Prix,5/25/1997,,http://en.wikipedia.org/wiki/1997_Spanish_Grand_Prix,catalunya,Azerbaijan
213,1997,7,7,Canadian Grand Prix,6/15/1997,,http://en.wikipedia.org/wiki/1997_Canadian_Grand_Prix,villeneuve,Azerbaijan
214,1997,8,8,French Grand Prix,6/29/1997,,http://en.wikipedia.org/wiki/1997_French_Grand_Prix,magny_cours,Azerbaijan
215,1997,9,9,British Grand Prix,7/13/1997,,http://en.wikipedia.org/wiki/1997_British_Grand_Prix,silverstone,Azerbaijan
216,1997,10,10,German Grand Prix,7/27/1997,,http://en.wikipedia.org/wiki/1997_German_Grand_Prix,hockenheimring,Azerbaijan
217,1997,11,11,Hungarian Grand Prix,8/10/1997,,http://en.wikipedia.org/wiki/1997_Hungarian_Grand_Prix,hungaroring,Azerbaijan
218,1997,12,13,Belgian Grand Prix,8/24/1997,,http://en.wikipedia.org/wiki/1997_Belgian_Grand_Prix,spa,Azerbaijan
219,1997,13,14,Italian Grand Prix,9/7/1997,,http://en.wikipedia.org/wiki/1997_Italian_Grand_Prix,monza,Azerbaijan
220,1997,14,23,Austrian Grand Prix,9/21/1997,,http://en.wikipedia.org/wiki/1997_Austrian_Grand_Prix,osterreichring,Azerbaijan
221,1997,15,20,Luxembourg Grand Prix,9/28/1997,,http://en.wikipedia.org/wiki/1997_Luxembourg_Grand_Prix,nurburgring,Azerbaijan
222,1997,16,22,Japanese Grand Prix,10/12/1997,,http://en.wikipedia.org/wiki/1997_Japanese_Grand_Prix,suzuka,Azerbaijan
223,1997,17,26,European Grand Prix,10/26/1997,,http://en.wikipedia.org/wiki/1997_European_Grand_Prix,jerez,Azerbaijan
224,1996,1,1,Australian Grand Prix,3/10/1996,,http://en.wikipedia.org/wiki/1996_Australian_Grand_Prix,albert_park,Azerbaijan
225,1996,2,18,Brazilian Grand Prix,3/31/1996,,http://en.wikipedia.org/wiki/1996_Brazilian_Grand_Prix,interlagos,Azerbaijan
226,1996,3,25,Argentine Grand Prix,4/7/1996,,http://en.wikipedia.org/wiki/1996_Argentine_Grand_Prix,galvez,Azerbaijan
227,1996,4,20,European Grand Prix,4/28/1996,,http://en.wikipedia.org/wiki/1996_European_Grand_Prix,nurburgring,Azerbaijan
228,1996,5,21,San Marino Grand Prix,5/5/1996,,http://en.wikipedia.org/wiki/1996_San_Marino_Grand_Prix,imola,Azerbaijan
229,1996,6,6,Monaco Grand Prix,5/19/1996,,http://en.wikipedia.org/wiki/1996_Monaco_Grand_Prix,monaco,Azerbaijan
230,1996,7,4,Spanish Grand Prix,6/2/1996,,http://en.wikipedia.org/wiki/1996_Spanish_Grand_Prix,catalunya,Azerbaijan
231,1996,8,7,Canadian Grand Prix,6/16/1996,,http://en.wikipedia.org/wiki/1996_Canadian_Grand_Prix,villeneuve,Azerbaijan
232,1996,9,8,French Grand Prix,6/30/1996,,http://en.wikipedia.org/wiki/1996_French_Grand_Prix,magny_cours,Azerbaijan
233,1996,10,9,British Grand Prix,7/14/1996,,http://en.wikipedia.org/wiki/1996_British_Grand_Prix,silverstone,Azerbaijan
234,1996,11,10,German Grand Prix,7/28/1996,,http://en.wikipedia.org/wiki/1996_German_Grand_Prix,hockenheimring,Azerbaijan
235,1996,12,11,Hungarian Grand Prix,8/11/1996,,http://en.wikipedia.org/wiki/1996_Hungarian_Grand_Prix,hungaroring,Azerbaijan
236,1996,13,13,Belgian Grand Prix,8/25/1996,,http://en.wikipedia.org/wiki/1996_Belgian_Grand_Prix,spa,Azerbaijan
237,1996,14,14,Italian Grand Prix,9/8/1996,,http://en.wikipedia.org/wiki/1996_Italian_Grand_Prix,monza,Azerbaijan
238,1996,15,27,Portuguese Grand Prix,9/22/1996,,http://en.wikipedia.org/wiki/1996_Portuguese_Grand_Prix,estoril,Azerbaijan
239,1996,16,22,Japanese Grand Prix,10/13/1996,,http://en.wikipedia.org/wiki/1996_Japanese_Grand_Prix,suzuka,Azerbaijan
240,1995,1,18,Brazilian Grand Prix,3/26/1995,,http://en.wikipedia.org/wiki/1995_Brazilian_Grand_Prix,interlagos,Azerbaijan
241,1995,2,25,Argentine Grand Prix,4/9/1995,,http://en.wikipedia.org/wiki/1995_Argentine_Grand_Prix,galvez,Azerbaijan
242,1995,3,21,San Marino Grand Prix,4/30/1995,,http://en.wikipedia.org/wiki/1995_San_Marino_Grand_Prix,imola,Azerbaijan
243,1995,4,4,Spanish Grand Prix,5/14/1995,,http://en.wikipedia.org/wiki/1995_Spanish_Grand_Prix,catalunya,Azerbaijan
244,1995,5,6,Monaco Grand Prix,5/28/1995,,http://en.wikipedia.org/wiki/1995_Monaco_Grand_Prix,monaco,Azerbaijan
245,1995,6,7,Canadian Grand Prix,6/11/1995,,http://en.wikipedia.org/wiki/1995_Canadian_Grand_Prix,villeneuve,Azerbaijan
246,1995,7,8,French Grand Prix,7/2/1995,,http://en.wikipedia.org/wiki/1995_French_Grand_Prix,magny_cours,Azerbaijan
247,1995,8,9,British Grand Prix,7/16/1995,,http://en.wikipedia.org/wiki/1995_British_Grand_Prix,silverstone,Azerbaijan
248,1995,9,10,German Grand Prix,7/30/1995,,http://en.wikipedia.org/wiki/1995_German_Grand_Prix,hockenheimring,Azerbaijan
249,1995,10,11,Hungarian Grand Prix,8/13/1995,,http://en.wikipedia.org/wiki/1995_Hungarian_Grand_Prix,hungaroring,Azerbaijan
250,1995,11,13,Belgian Grand Prix,8/27/1995,,http://en.wikipedia.org/wiki/1995_Belgian_Grand_Prix,spa,Azerbaijan
251,1995,12,14,Italian Grand Prix,9/10/1995,,http://en.wikipedia.org/wiki/1995_Italian_Grand_Prix,monza,Azerbaijan
252,1995,13,27,Portuguese Grand Prix,9/24/1995,,http://en.wikipedia.org/wiki/1995_Portuguese_Grand_Prix,estoril,Azerbaijan
253,1995,14,20,European Grand Prix,10/1/1995,,http://en.wikipedia.org/wiki/1995_European_Grand_Prix,nurburgring,Azerbaijan
254,1995,15,28,Pacific Grand Prix,10/22/1995,,http://en.wikipedia.org/wiki/1995_Pacific_Grand_Prix,okayama,Azerbaijan
255,1995,16,22,Japanese Grand Prix,10/29/1995,,http://en.wikipedia.org/wiki/1995_Japanese_Grand_Prix,suzuka,Azerbaijan
256,1995,17,29,Australian Grand Prix,11/12/1995,,http://en.wikipedia.org/wiki/1995_Australian_Grand_Prix,adelaide,Azerbaijan
257,1994,1,18,Brazilian Grand Prix,3/27/1994,,http://en.wikipedia.org/wiki/1994_Brazilian_Grand_Prix,interlagos,Azerbaijan
258,1994,2,28,Pacific Grand Prix,4/17/1994,,http://en.wikipedia.org/wiki/1994_Pacific_Grand_Prix,okayama,Azerbaijan
259,1994,3,21,San Marino Grand Prix,5/1/1994,,http://en.wikipedia.org/wiki/1994_San_Marino_Grand_Prix,imola,Azerbaijan
260,1994,4,6,Monaco Grand Prix,5/15/1994,,http://en.wikipedia.org/wiki/1994_Monaco_Grand_Prix,monaco,Azerbaijan
261,1994,5,4,Spanish Grand Prix,5/29/1994,,http://en.wikipedia.org/wiki/1994_Spanish_Grand_Prix,catalunya,Azerbaijan
262,1994,6,7,Canadian Grand Prix,6/12/1994,,http://en.wikipedia.org/wiki/1994_Canadian_Grand_Prix,villeneuve,Azerbaijan
263,1994,7,8,French Grand Prix,7/3/1994,,http://en.wikipedia.org/wiki/1994_French_Grand_Prix,magny_cours,Azerbaijan
264,1994,8,9,British Grand Prix,7/10/1994,,http://en.wikipedia.org/wiki/1994_British_Grand_Prix,silverstone,Azerbaijan
265,1994,9,10,German Grand Prix,7/31/1994,,http://en.wikipedia.org/wiki/1994_German_Grand_Prix,hockenheimring,Azerbaijan
266,1994,10,11,Hungarian Grand Prix,8/14/1994,,http://en.wikipedia.org/wiki/1994_Hungarian_Grand_Prix,hungaroring,Azerbaijan
267,1994,11,13,Belgian Grand Prix,8/28/1994,,http://en.wikipedia.org/wiki/1994_Belgian_Grand_Prix,spa,Azerbaijan
268,1994,12,14,Italian Grand Prix,9/11/1994,,http://en.wikipedia.org/wiki/1994_Italian_Grand_Prix,monza,Azerbaijan
269,1994,13,27,Portuguese Grand Prix,9/25/1994,,http://en.wikipedia.org/wiki/1994_Portuguese_Grand_Prix,estoril,Azerbaijan
270,1994,14,26,European Grand Prix,10/16/1994,,http://en.wikipedia.org/wiki/1994_European_Grand_Prix,jerez,Azerbaijan
271,1994,15,22,Japanese Grand Prix,11/6/1994,,http://en.wikipedia.org/wiki/1994_Japanese_Grand_Prix,suzuka,Azerbaijan
272,1994,16,29,Australian Grand Prix,11/13/1994,,http://en.wikipedia.org/wiki/1994_Australian_Grand_Prix,adelaide,Azerbaijan
273,1993,1,30,South African Grand Prix,3/14/1993,,http://en.wikipedia.org/wiki/1993_South_African_Grand_Prix,kyalami,Azerbaijan
274,1993,2,18,Brazilian Grand Prix,3/28/1993,,http://en.wikipedia.org/wiki/1993_Brazilian_Grand_Prix,interlagos,Azerbaijan
275,1993,3,31,European Grand Prix,4/11/1993,,http://en.wikipedia.org/wiki/1993_European_Grand_Prix,donington,Azerbaijan
276,1993,4,21,San Marino Grand Prix,4/25/1993,,http://en.wikipedia.org/wiki/1993_San_Marino_Grand_Prix,imola,Azerbaijan
277,1993,5,4,Spanish Grand Prix,5/9/1993,,http://en.wikipedia.org/wiki/1993_Spanish_Grand_Prix,catalunya,Azerbaijan
278,1993,6,6,Monaco Grand Prix,5/23/1993,,http://en.wikipedia.org/wiki/1993_Monaco_Grand_Prix,monaco,Azerbaijan
279,1993,7,7,Canadian Grand Prix,6/13/1993,,http://en.wikipedia.org/wiki/1993_Canadian_Grand_Prix,villeneuve,Azerbaijan
280,1993,8,8,French Grand Prix,7/4/1993,,http://en.wikipedia.org/wiki/1993_French_Grand_Prix,magny_cours,Azerbaijan
281,1993,9,9,British Grand Prix,7/11/1993,,http://en.wikipedia.org/wiki/1993_British_Grand_Prix,silverstone,Azerbaijan
282,1993,10,10,German Grand Prix,7/25/1993,,http://en.wikipedia.org/wiki/1993_German_Grand_Prix,hockenheimring,Azerbaijan
283,1993,11,11,Hungarian Grand Prix,8/15/1993,,http://en.wikipedia.org/wiki/1993_Hungarian_Grand_Prix,hungaroring,Azerbaijan
284,1993,12,13,Belgian Grand Prix,8/29/1993,,http://en.wikipedia.org/wiki/1993_Belgian_Grand_Prix,spa,Azerbaijan
285,1993,13,14,Italian Grand Prix,9/12/1993,,http://en.wikipedia.org/wiki/1993_Italian_Grand_Prix,monza,Azerbaijan
286,1993,14,27,Portuguese Grand Prix,9/26/1993,,http://en.wikipedia.org/wiki/1993_Portuguese_Grand_Prix,estoril,Azerbaijan
287,1993,15,22,Japanese Grand Prix,10/24/1993,,http://en.wikipedia.org/wiki/1993_Japanese_Grand_Prix,suzuka,Azerbaijan
288,1993,16,29,Australian Grand Prix,11/7/1993,,http://en.wikipedia.org/wiki/1993_Australian_Grand_Prix,adelaide,Azerbaijan
289,1992,1,30,South African Grand Prix,3/1/1992,,http://en.wikipedia.org/wiki/1992_South_African_Grand_Prix,kyalami,Azerbaijan
290,1992,2,32,Mexican Grand Prix,3/22/1992,,http://en.wikipedia.org/wiki/1992_Mexican_Grand_Prix,rodriguez,Azerbaijan
291,1992,3,18,Brazilian Grand Prix,4/5/1992,,http://en.wikipedia.org/wiki/1992_Brazilian_Grand_Prix,interlagos,Azerbaijan
292,1992,4,4,Spanish Grand Prix,5/3/1992,,http://en.wikipedia.org/wiki/1992_Spanish_Grand_Prix,catalunya,Azerbaijan
293,1992,5,21,San Marino Grand Prix,5/17/1992,,http://en.wikipedia.org/wiki/1992_San_Marino_Grand_Prix,imola,Azerbaijan
294,1992,6,6,Monaco Grand Prix,5/31/1992,,http://en.wikipedia.org/wiki/1992_Monaco_Grand_Prix,monaco,Azerbaijan
295,1992,7,7,Canadian Grand Prix,6/14/1992,,http://en.wikipedia.org/wiki/1992_Canadian_Grand_Prix,villeneuve,Azerbaijan
296,1992,8,8,French Grand Prix,7/5/1992,,http://en.wikipedia.org/wiki/1992_French_Grand_Prix,magny_cours,Azerbaijan
297,1992,9,9,British Grand Prix,7/12/1992,,http://en.wikipedia.org/wiki/1992_British_Grand_Prix,silverstone,Azerbaijan
298,1992,10,10,German Grand Prix,7/26/1992,,http://en.wikipedia.org/wiki/1992_German_Grand_Prix,hockenheimring,Azerbaijan
299,1992,11,11,Hungarian Grand Prix,8/16/1992,,http://en.wikipedia.org/wiki/1992_Hungarian_Grand_Prix,hungaroring,Azerbaijan
300,1992,12,13,Belgian Grand Prix,8/30/1992,,http://en.wikipedia.org/wiki/1992_Belgian_Grand_Prix,spa,Azerbaijan
301,1992,13,14,Italian Grand Prix,9/13/1992,,http://en.wikipedia.org/wiki/1992_Italian_Grand_Prix,monza,Azerbaijan
302,1992,14,27,Portuguese Grand Prix,9/27/1992,,http://en.wikipedia.org/wiki/1992_Portuguese_Grand_Prix,estoril,Azerbaijan
303,1992,15,22,Japanese Grand Prix,10/25/1992,,http://en.wikipedia.org/wiki/1992_Japanese_Grand_Prix,suzuka,Azerbaijan
304,1992,16,29,Australian Grand Prix,11/8/1992,,http://en.wikipedia.org/wiki/1992_Australian_Grand_Prix,adelaide,Azerbaijan
305,1991,1,33,United States Grand Prix,3/10/1991,,http://en.wikipedia.org/wiki/1991_United_States_Grand_Prix,phoenix,Azerbaijan
306,1991,2,18,Brazilian Grand Prix,3/24/1991,,http://en.wikipedia.org/wiki/1991_Brazilian_Grand_Prix,interlagos,Azerbaijan
307,1991,3,21,San Marino Grand Prix,4/28/1991,,http://en.wikipedia.org/wiki/1991_San_Marino_Grand_Prix,imola,Azerbaijan
308,1991,4,6,Monaco Grand Prix,5/12/1991,,http://en.wikipedia.org/wiki/1991_Monaco_Grand_Prix,monaco,Azerbaijan
309,1991,5,7,Canadian Grand Prix,6/2/1991,,http://en.wikipedia.org/wiki/1991_Canadian_Grand_Prix,villeneuve,Azerbaijan
310,1991,6,32,Mexican Grand Prix,6/16/1991,,http://en.wikipedia.org/wiki/1991_Mexican_Grand_Prix,rodriguez,Azerbaijan
311,1991,7,8,French Grand Prix,7/7/1991,,http://en.wikipedia.org/wiki/1991_French_Grand_Prix,magny_cours,Azerbaijan
312,1991,8,9,British Grand Prix,7/14/1991,,http://en.wikipedia.org/wiki/1991_British_Grand_Prix,silverstone,Azerbaijan
313,1991,9,10,German Grand Prix,7/28/1991,,http://en.wikipedia.org/wiki/1991_German_Grand_Prix,hockenheimring,Azerbaijan
314,1991,10,11,Hungarian Grand Prix,8/11/1991,,http://en.wikipedia.org/wiki/1991_Hungarian_Grand_Prix,hungaroring,Azerbaijan
315,1991,11,13,Belgian Grand Prix,8/25/1991,,http://en.wikipedia.org/wiki/1991_Belgian_Grand_Prix,spa,Azerbaijan
316,1991,12,14,Italian Grand Prix,9/8/1991,,http://en.wikipedia.org/wiki/1991_Italian_Grand_Prix,monza,Azerbaijan
317,1991,13,27,Portuguese Grand Prix,9/22/1991,,http://en.wikipedia.org/wiki/1991_Portuguese_Grand_Prix,estoril,Azerbaijan
318,1991,14,4,Spanish Grand Prix,9/29/1991,,http://en.wikipedia.org/wiki/1991_Spanish_Grand_Prix,catalunya,Azerbaijan
319,1991,15,22,Japanese Grand Prix,10/20/1991,,http://en.wikipedia.org/wiki/1991_Japanese_Grand_Prix,suzuka,Azerbaijan
320,1991,16,29,Australian Grand Prix,11/3/1991,,http://en.wikipedia.org/wiki/1991_Australian_Grand_Prix,adelaide,Azerbaijan
321,1990,1,33,United States Grand Prix,3/11/1990,,http://en.wikipedia.org/wiki/1990_United_States_Grand_Prix,phoenix,Azerbaijan
322,1990,2,18,Brazilian Grand Prix,3/25/1990,,http://en.wikipedia.org/wiki/1990_Brazilian_Grand_Prix,interlagos,Azerbaijan
323,1990,3,21,San Marino Grand Prix,5/13/1990,,http://en.wikipedia.org/wiki/1990_San_Marino_Grand_Prix,imola,Azerbaijan
324,1990,4,6,Monaco Grand Prix,5/27/1990,,http://en.wikipedia.org/wiki/1990_Monaco_Grand_Prix,monaco,Azerbaijan
325,1990,5,7,Canadian Grand Prix,6/10/1990,,http://en.wikipedia.org/wiki/1990_Canadian_Grand_Prix,villeneuve,Azerbaijan
326,1990,6,32,Mexican Grand Prix,6/24/1990,,http://en.wikipedia.org/wiki/1990_Mexican_Grand_Prix,rodriguez,Azerbaijan
327,1990,7,34,French Grand Prix,7/8/1990,,http://en.wikipedia.org/wiki/1990_French_Grand_Prix,ricard,Azerbaijan
328,1990,8,9,British Grand Prix,7/15/1990,,http://en.wikipedia.org/wiki/1990_British_Grand_Prix,silverstone,Azerbaijan
329,1990,9,10,German Grand Prix,7/29/1990,,http://en.wikipedia.org/wiki/1990_German_Grand_Prix,hockenheimring,Azerbaijan
330,1990,10,11,Hungarian Grand Prix,8/12/1990,,http://en.wikipedia.org/wiki/1990_Hungarian_Grand_Prix,hungaroring,Azerbaijan
331,1990,11,13,Belgian Grand Prix,8/26/1990,,http://en.wikipedia.org/wiki/1990_Belgian_Grand_Prix,spa,Azerbaijan
332,1990,12,14,Italian Grand Prix,9/9/1990,,http://en.wikipedia.org/wiki/1990_Italian_Grand_Prix,monza,Azerbaijan
333,1990,13,27,Portuguese Grand Prix,9/23/1990,,http://en.wikipedia.org/wiki/1990_Portuguese_Grand_Prix,estoril,Azerbaijan
334,1990,14,26,Spanish Grand Prix,9/30/1990,,http://en.wikipedia.org/wiki/1990_Spanish_Grand_Prix,jerez,Azerbaijan
335,1990,15,22,Japanese Grand Prix,10/21/1990,,http://en.wikipedia.org/wiki/1990_Japanese_Grand_Prix,suzuka,Azerbaijan
336,1990,16,29,Australian Grand Prix,11/4/1990,,http://en.wikipedia.org/wiki/1990_Australian_Grand_Prix,adelaide,Azerbaijan
337,2010,1,3,Bahrain Grand Prix,3/14/2010,12:00:00,http://en.wikipedia.org/wiki/2010_Bahrain_Grand_Prix,bahrain,Azerbaijan
338,2010,2,1,Australian Grand Prix,3/28/2010,6:00:00,http://en.wikipedia.org/wiki/2010_Australian_Grand_Prix,albert_park,Azerbaijan
339,2010,3,2,Malaysian Grand Prix,4/4/2010,8:00:00,http://en.wikipedia.org/wiki/2010_Malaysian_Grand_Prix,sepang,Azerbaijan
340,2010,4,17,Chinese Grand Prix,4/18/2010,6:00:00,http://en.wikipedia.org/wiki/2010_Chinese_Grand_Prix,shanghai,Azerbaijan
341,2010,5,4,Spanish Grand Prix,5/9/2010,12:00:00,http://en.wikipedia.org/wiki/2010_Spanish_Grand_Prix,catalunya,Azerbaijan
342,2010,6,6,Monaco Grand Prix,5/16/2010,12:00:00,http://en.wikipedia.org/wiki/2010_Monaco_Grand_Prix,monaco,Azerbaijan
343,2010,7,5,Turkish Grand Prix,5/30/2010,11:00:00,http://en.wikipedia.org/wiki/2010_Turkish_Grand_Prix,istanbul,Azerbaijan
344,2010,8,7,Canadian Grand Prix,6/13/2010,16:00:00,http://en.wikipedia.org/wiki/2010_Canadian_Grand_Prix,villeneuve,Azerbaijan
345,2010,9,12,European Grand Prix,6/27/2010,12:00:00,http://en.wikipedia.org/wiki/2010_European_Grand_Prix,valencia,Azerbaijan
346,2010,10,9,British Grand Prix,7/11/2010,12:00:00,http://en.wikipedia.org/wiki/2010_British_Grand_Prix,silverstone,Azerbaijan
347,2010,11,10,German Grand Prix,7/25/2010,12:00:00,http://en.wikipedia.org/wiki/2010_German_Grand_Prix,hockenheimring,Azerbaijan
348,2010,12,11,Hungarian Grand Prix,8/1/2010,12:00:00,http://en.wikipedia.org/wiki/2010_Hungarian_Grand_Prix,hungaroring,Azerbaijan
349,2010,13,13,Belgian Grand Prix,8/29/2010,12:00:00,http://en.wikipedia.org/wiki/2010_Belgian_Grand_Prix,spa,Azerbaijan
350,2010,14,14,Italian Grand Prix,9/12/2010,12:00:00,http://en.wikipedia.org/wiki/2010_Italian_Grand_Prix,monza,Azerbaijan
351,2010,15,15,Singapore Grand Prix,9/26/2010,12:00:00,http://en.wikipedia.org/wiki/2010_Singapore_Grand_Prix,marina_bay,Azerbaijan
352,2010,16,22,Japanese Grand Prix,10/10/2010,6:00:00,http://en.wikipedia.org/wiki/2010_Japanese_Grand_Prix,suzuka,Azerbaijan
353,2010,17,35,Korean Grand Prix,10/24/2010,5:00:00,http://en.wikipedia.org/wiki/2010_Korean_Grand_Prix,yeongam,Azerbaijan
354,2010,18,18,Brazilian Grand Prix,11/7/2010,16:00:00,http://en.wikipedia.org/wiki/2010_Brazilian_Grand_Prix,interlagos,Azerbaijan
355,2010,19,24,Abu Dhabi Grand Prix,11/14/2010,13:00:00,http://en.wikipedia.org/wiki/2010_Abu_Dhabi_Grand_Prix,yas_marina,Azerbaijan
356,1989,1,36,Brazilian Grand Prix,3/26/1989,,http://en.wikipedia.org/wiki/1989_Brazilian_Grand_Prix,jacarepagua,Azerbaijan
357,1989,2,21,San Marino Grand Prix,4/23/1989,,http://en.wikipedia.org/wiki/1989_San_Marino_Grand_Prix,imola,Azerbaijan
358,1989,3,6,Monaco Grand Prix,5/7/1989,,http://en.wikipedia.org/wiki/1989_Monaco_Grand_Prix,monaco,Azerbaijan
359,1989,4,32,Mexican Grand Prix,5/28/1989,,http://en.wikipedia.org/wiki/1989_Mexican_Grand_Prix,rodriguez,Azerbaijan
360,1989,5,33,United States Grand Prix,6/4/1989,,http://en.wikipedia.org/wiki/1989_United_States_Grand_Prix,phoenix,Azerbaijan
361,1989,6,7,Canadian Grand Prix,6/18/1989,,http://en.wikipedia.org/wiki/1989_Canadian_Grand_Prix,villeneuve,Azerbaijan
362,1989,7,34,French Grand Prix,7/9/1989,,http://en.wikipedia.org/wiki/1989_French_Grand_Prix,ricard,Azerbaijan
363,1989,8,9,British Grand Prix,7/16/1989,,http://en.wikipedia.org/wiki/1989_British_Grand_Prix,silverstone,Azerbaijan
364,1989,9,10,German Grand Prix,7/30/1989,,http://en.wikipedia.org/wiki/1989_German_Grand_Prix,hockenheimring,Azerbaijan
365,1989,10,11,Hungarian Grand Prix,8/13/1989,,http://en.wikipedia.org/wiki/1989_Hungarian_Grand_Prix,hungaroring,Azerbaijan
366,1989,11,13,Belgian Grand Prix,8/27/1989,,http://en.wikipedia.org/wiki/1989_Belgian_Grand_Prix,spa,Azerbaijan
367,1989,12,14,Italian Grand Prix,9/10/1989,,http://en.wikipedia.org/wiki/1989_Italian_Grand_Prix,monza,Azerbaijan
368,1989,13,27,Portuguese Grand Prix,9/24/1989,,http://en.wikipedia.org/wiki/1989_Portuguese_Grand_Prix,estoril,Azerbaijan
369,1989,14,26,Spanish Grand Prix,10/1/1989,,http://en.wikipedia.org/wiki/1989_Spanish_Grand_Prix,jerez,Azerbaijan
370,1989,15,22,Japanese Grand Prix,10/22/1989,,http://en.wikipedia.org/wiki/1989_Japanese_Grand_Prix,suzuka,Azerbaijan
371,1989,16,29,Australian Grand Prix,11/5/1989,,http://en.wikipedia.org/wiki/1989_Australian_Grand_Prix,adelaide,Azerbaijan
372,1988,1,36,Brazilian Grand Prix,4/3/1988,,http://en.wikipedia.org/wiki/1988_Brazilian_Grand_Prix,jacarepagua,Azerbaijan
373,1988,2,21,San Marino Grand Prix,5/1/1988,,http://en.wikipedia.org/wiki/1988_San_Marino_Grand_Prix,imola,Azerbaijan
